database,Subject,Identified_features,Original_Tags,Generated_Tags
shoppersstopsmartech,SHOWSTOPPER Deals @ FLAT 50% + 20% OFF!,"deal,discount",cat_discount,cat_discount
shoppersstopsmartech,Update your Wardrobe! Upto 80% OFF!,"discount,you",cat_discount,cat_discount
shoppersstopsmartech,Deck up the kidâ€™s wardrobe! Mothercare @ FLAT 20% OFF!,"brand,discount,product_category","cat_discount,cat_brand,cat_productcategory","cat_discount,cat_brand,cat_productcategory"
shoppersstopsmartech,Oh-So-Handsomly! FLAT 50% + 20% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,friyay Deals! FLAT 50% + EXTRA 20% OFF!,"weekend,extra,deal,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Be Festive Season Ready! Upto 70% + 20% OFF!,"discount,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,"Not Jockey-ing, Really! Starting Rs. 169!","amount,brand,budget,start",cat_brand,cat_brand
shoppersstopsmartech,Give yourself a luxury makeover!,"fashion,you",cat_other,cat_other
shoppersstopsmartech,Design your dream home! Upto 70% + 20% OFF!,"discount,you",cat_discount,cat_discount
shoppersstopsmartech,Shopping Mania! Upto 70% + 20% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Upgrade your Style with Upto 80% OFF!,"discount,style,you",cat_discount,cat_discount
shoppersstopsmartech,TEE Time @ Upto 50% + 20% OFF!,"discount,time",cat_discount,cat_discount
shoppersstopsmartech,Them Dressy Ones @ Upto 80% OFF!,"discount,product_category",cat_discount,"cat_discount,cat_productcategory"
shoppersstopsmartech,For the Trendsetters! Upto 50% + 20% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,the Tick of the Watch starts @ Upto 40% OFF!,"discount,start",cat_discount,cat_discount
shoppersstopsmartech,The Best of the Best @ FLAT 20% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Time to Deck Up! FLAT 50% + 20% OFF!,"discount,time",cat_discount,cat_discount
shoppersstopsmartech,"Festive Season, Festive offers! Upto 70% + 20% OFF!","deal,discount,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Got your Navratri attire yet?,"get,special_day,you",cat_special,cat_special
shoppersstopsmartech,Shoe-Stoppers @ Upto 50% + Extra 20% OFF!,"extra,discount,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,The Bestsellers @ Upto 60% + 20%OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Monday Shopping Mania starts @ Upto 80% OFF!,"discount,start,weekday",cat_discount,cat_discount
shoppersstopsmartech,Take your pick! Upto 50% + EXTRA 20% OFF!,"extra,discount,get,you",cat_discount,cat_discount
shoppersstopsmartech,The heart stealers @ FLAT 20% + 20% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Menificent Styles! Upto 50% + 20% OFF!,"discount,style",cat_discount,cat_discount
shoppersstopsmartech,WATCH-it! Upto 50% + EXTRA 20% OFF!,"extra,discount",cat_discount,cat_discount
shoppersstopsmartech,Redefining Designer Homes @ Upto 70% + 20% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,The Bestselling Shot @ FLAT 50% + Extra 20% OFF!,"extra,discount",cat_discount,cat_discount
shoppersstopsmartech,More Rheson to Shop! Starts @ Rs. 799!,"amount,brand,extra,budget,discount,start","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,"Yours, Handsomly! Check for the latest styles!","new,style",cat_other,cat_other
shoppersstopsmartech,Take your Pick! Upto 80% OFF!,"discount,get,you",cat_discount,cat_discount
shoppersstopsmartech,The Collection you have always wanted! Upto 80% OFF!,"discount,get,you,collection",cat_discount,cat_discount
shoppersstopsmartech,Bestsellers for the Weekend @ Upto 80% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Top Picks for the week! Upto 70% OFF,"discount,periodic",cat_discount,cat_discount
shoppersstopsmartech,The home youâ€™ve always wanted!,you,cat_other,cat_other
shoppersstopsmartech,Fulfill the dream of a designer home! Upto 70% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Grab these Bestsellers @ Upto 80% OFF!,"discount,get",cat_discount,cat_discount
shoppersstopsmartech,Up your style quotient with EXTRA 20% OFF!,"extra,discount,style,you",cat_discount,cat_discount
shoppersstopsmartech,Fulfill the designer home dreams! Upto 70% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Make way for a wardrobe makeover!,"fashion,get",cat_other,cat_other
shoppersstopsmartech,Step into digitization! Verify to view Benefits!,,cat_other,cat_other
shoppersstopsmartech,Find all what your heart desires @ Upto 60% OFF!,"discount,you",cat_discount,cat_discount
shoppersstopsmartech,Beat those Monday Blues with Upto 60% OFF!,"discount,weekday",cat_discount,cat_discount
shoppersstopsmartech,the Blockbuster Brands @ Upto 80% OFF!,"brand,discount","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Time to show gratitude to the teachers!,time,cat_other,cat_other
shoppersstopsmartech,LAST DAY of SALE! FLAT 50% OFF!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Countdown to SALE! FLAT 60% OFF!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Accessorize to Slay! Upto 60% OFF!,"discount,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,Ganpatiâ€™s coming! Get Ready!,"get,special_day",cat_special,cat_special
shoppersstopsmartech,Trendsetters for the wardrobe @ Upto 80% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Redefine your homes! Upto 60% OFF!,"discount,you",cat_discount,cat_discount
shoppersstopsmartech,Weekend Specials @ FLAT 50% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Boost the Weekend mood with Upto 80% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,F for Freedom of Fashion!,"fashion,special_day",cat_other,cat_other
shoppersstopsmartech,Chartbusters for the week @ FLAT 50% OFF!,"discount,periodic",cat_discount,cat_discount
shoppersstopsmartech,Step in to a Digital Experience!,"experience,feedback",cat_other,cat_other
shoppersstopsmartech,Evade Monday Blues with Upto 80% OFF!,"discount,weekday",cat_discount,cat_discount
shoppersstopsmartech,Chartbusters for the weekend @ FLAT 50% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Kids Fashion Parade @ FLAT 50% OFF!,"discount,fashion,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,Introducing Bobbi Brown! Special Offer inside!,"brand,complimentary,deal","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Wardrobe must-haves @ FLAT 50% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Brush away the Monday Blues with Upto 70% OFF!,"discount,weekday",cat_discount,cat_discount
shoppersstopsmartech,Weekend Heart Stealers @ FLAT 50% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,The ones in Demand @ Upto 80% OFF!,"discount,want",cat_discount,cat_discount
shoppersstopsmartech,Ready for an adventure? Look inside!,,cat_other,cat_other
shoppersstopsmartech,"Treat yourself, the luxury way!",you,cat_other,cat_other
shoppersstopsmartech,The Wardrobe must haves @ Upto 60% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Top Picks of the Season @ FLAT 50% OFF!,"discount,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Weekend SALE is ON! FLAT 50% OFF!,"weekend,discount,sale,start","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Wardrobe must haves @ FLAT 50% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,For a Rain-Ready Skin!,"product_category,skin",cat_productcategory,cat_productcategory
shoppersstopsmartech,Thundering Tuesdays @ Upto 80% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Monsoon Overhaul @ Upto 80% OFF!,"discount,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Itâ€™s Raining Offers! FLAT 60% OFF!,"deal,discount",cat_discount,cat_discount
shoppersstopsmartech,Weekend Treats @ FLAT 50% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Mid-week bonanza @ Upto 80% OFF,"discount,periodic",cat_discount,cat_discount
shoppersstopsmartech,Itâ€™s Time to S.A.L.E! FLAT 50% OFF!,"discount,time",cat_discount,cat_discount
shoppersstopsmartech,6 Style Tips To Elevate Your Monsoon Looks! Find Out Here!,"season,style,recommendation,you",cat_seasonal,cat_seasonal
shoppersstopsmartech,48 Hours To Go! Grab Your Favourites @ FLAT 50% OFF Now!,"discount,get,you",cat_discount,cat_discount
shoppersstopsmartech,End Of Season Sale! Special Offers Waiting For You!,"deal,sale,season,you","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Announcing Our Special Sale! FLAT 50% OFF On Your Favourite Brands!,"brand,discount,sale,you","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Grab These End Of Season Sale Offers @ FLAT 50% Now!,"deal,discount,get,sale,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Weekend Special Sale! FLAT 50% OFF On Your Favourite Brands!,"weekend,brand,discount,sale,you","cat_discount,cat_brand,cat_weekend","cat_discount,cat_brand,cat_weekend"
shoppersstopsmartech,Last Chance to Grab These Fabulous Offers! Hurry!,"deal,get",cat_discount,cat_discount
shoppersstopsmartech,Get Beautiful Looks by EstÃ©e Lauder in just 3 Minutes!,"brand,beauty,get","cat_brand,cat_ladies","cat_brand,cat_ladies"
shoppersstopsmartech,The Brands you Love@ Upto 51% OFF!,"brand,discount,love,you","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Time to Get Best Deals with Our End of Season Sale!,"deal,get,sale,season,time","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,The SALE is Running! FLAT 50% OFF!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,The Brands you Love@ FLAT 50% OFF!,"brand,discount,love,you","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,SALE Begins TODAY! FLAT 50% OFF!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,The Best of all @ Upto 80% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Your Guide to a Monsoon Healthy Skin!,"product_category,season,skin,you","cat_seasonal,cat_productcategory","cat_seasonal,cat_productcategory"
shoppersstopsmartech,Treat yourself with FLAT 50% OFF!,"discount,you",cat_discount,cat_discount
shoppersstopsmartech,Weekend Treats @ Upto 60% OFF!,"weekend,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Donâ€™t miss these Crazy Deals! Upto 80% OFF!,"deal,discount",cat_discount,cat_discount
shoppersstopsmartech,Kids be the happiest! FLAT 50% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Say YES to Luxury! Launching Estee Lauder!,"brand,launch",cat_brand,cat_brand
shoppersstopsmartech,Ready for the Big Steal? 1 Day to go!,,cat_other,cat_other
shoppersstopsmartech,The Weekend starts @ FLAT 50% OFF!,"weekend,discount,start","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Kids be the Happiest! FLAT 50% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Nothing but the best @ FLAT 30% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Early Birds Offer! FLAT 50% OFF!,"complimentary,deal,discount",cat_discount,cat_discount
shoppersstopsmartech,Time to buy for the Hero!,time,cat_other,cat_other
shoppersstopsmartech,Heart Stealers @ FLAT 50% OFF!,discount,cat_discount,cat_discount
shoppersstopsmartech,Early birds Offer! FLAT 50% OFF!,"complimentary,deal,discount",cat_discount,cat_discount
shoppersstopsmartech,Your Favorite Brands Are Back!,"brand,favorite,you",cat_brand,cat_brand
shoppersstopsmartech,The Wait is Over! EOSS Is Back with Flat 50% Off !,"discount,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,The Most Awaited Sale Is Here!,sale,cat_discount,cat_discount
shoppersstopsmartech,Monday Treat! Big Discounts On Big Brands!,"brand,discount,weekday","cat_discount,cat_brand",cat_brand
shoppersstopsmartech,Welcome To The EOSS Half Price Store!,"budget,accumulate,discount,price,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,A MAC Offer You Cannot Resist!,"brand,complimentary,deal,you","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Best EOSS Offers Handpicked For You!,"deal,discount,season,you","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Your Wallet Will Thank You Today!,"account,discount,you",cat_discount,cat_discount
shoppersstopsmartech,Wet Blue Grab It before It Goes : 2pm - 6pm,"before,color,get,time",cat_other,cat_other
shoppersstopsmartech,It’s raining discounts this SALE season!,"discount,sale,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,This Is Too Good To Be True!,,cat_other,cat_other
shoppersstopsmartech,Attention! We Got A Surprise For You!,"get,surprise,we,you",cat_other,cat_other
shoppersstopsmartech,Your Favorite Brands On SALE!,"brand,favorite,sale,you","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Are You Ready For This?,you,cat_other,cat_other
shoppersstopsmartech,Omg! It’s A FLAT 25% Off Today On Your Favorite!,"discount,favorite,you",cat_discount,cat_discount
shoppersstopsmartech,Best Of Men’s Wear At Flat 50% Off!,"discount,product_category,men","cat_discount,cat_gents,cat_productcategory","cat_discount,cat_gents,cat_productcategory"
shoppersstopsmartech,Shop All Your Favorites Under 999!,"discount,you",cat_discount,cat_discount
shoppersstopsmartech,This Season’s Must Haves At Your Fingertips!,"season,you",cat_seasonal,cat_seasonal
shoppersstopsmartech,We Have A Sweet Surprise For You!,"get,surprise,we,you",cat_other,cat_other
shoppersstopsmartech,Your Wallet Will Thank You Today !,"account,discount,you",cat_discount,cat_discount
shoppersstopsmartech,Unbelievable Deals At A Steal!,deal,cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Clovia @ Flat 50% Off!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Hey! Your Favorite Beauty Companion Is Here!,"beauty,favorite,you",cat_ladies,cat_ladies
shoppersstopsmartech,Last Chance to Gift your Sibling!,"gift,you",cat_other,cat_other
shoppersstopsmartech,Forgot Gift for your sister? We got your covered!!,"get,gift,ladies,we,you",cat_ladies,cat_ladies
shoppersstopsmartech,New season specials to binge on!,"binge,new,season",cat_seasonal,cat_seasonal
shoppersstopsmartech,Hey Good looking! Check out what’s cookin’ – Beauty Fest!,"beauty,recommendation",cat_ladies,cat_ladies
shoppersstopsmartech,Kurtas| Shoes| Kidswear| Appliances All @Upto 75% + 20% Extra OFF!,"extra,discount,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,It’s the MAN’s way! Flat 50% OFF – World Beard Day Special!,"discount,product_category,men,special_day","cat_discount,cat_special,cat_gents,cat_productcategory","cat_discount,cat_special,cat_gents,cat_productcategory"
shoppersstopsmartech,This Is What a Perfect Thursday looks Like!,weekday,cat_other,cat_other
shoppersstopsmartech,We Have Got Your Monday Sorted!,"get,we,weekday,you",cat_other,cat_other
shoppersstopsmartech,Hey Good Looking! We Love Your Style!,"love,style,we,you",cat_other,cat_other
shoppersstopsmartech,Flash Sale! Swayam at Flat 20% Off!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Flash Sale! Varanga @ Min. 50% Off!,"brand,discount,sale,min_max","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,You Just Cannot Miss This!,you,cat_other,cat_other
shoppersstopsmartech,Join Us In Celebrating The Ethnic Saga!,"product_category,we",cat_productcategory,cat_productcategory
shoppersstopsmartech,Monday Forecast – Shopping Shopping!,weekday,cat_other,cat_other
shoppersstopsmartech,Tuesday Treat For A Great Week Ahead!,"before,periodic,super,weekday",cat_other,cat_other
shoppersstopsmartech,Hey Good Looking! It’s Time To Re- Stock Your Beauty Essentials!,"beauty,product_category,time,you,collection","cat_ladies,cat_productcategory","cat_ladies,cat_productcategory"
shoppersstopsmartech,Flash Sale! Upto 75% Off On Clovia from 2-6p.m.Today!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Our Hottest New Arrivals Are Here!,"new,launch",cat_other,cat_other
shoppersstopsmartech,This Will Make Your Monday Awesome!,"get,weekday,you",cat_other,cat_other
shoppersstopsmartech,Time For A Wardrobe Refresh!,"enjoy,time",cat_other,cat_other
shoppersstopsmartech,Presenting Fastrack Reflex 2.0!,brand,cat_brand,cat_brand
shoppersstopsmartech,Your Weekend Dress Code Is Ready!,"weekend,code,product_category,you","cat_weekend,cat_productcategory","cat_weekend,cat_productcategory"
shoppersstopsmartech,Want To Meet Your Favorite Celebrities?,"favorite,you",cat_other,cat_other
shoppersstopsmartech,ALERT! Unbelievable Deals Inside!,deal,cat_discount,cat_discount
shoppersstopsmartech,Welcome The New Month In Style!,"new,style",cat_other,cat_other
shoppersstopsmartech,Work Wear That Makes A Lasting Impression!,product_category,cat_productcategory,cat_productcategory
shoppersstopsmartech,It’s Time For A Weekend Treat!,"weekend,time",cat_weekend,cat_weekend
shoppersstopsmartech,You Will Absolutely Love This!,"love,you",cat_other,cat_other
shoppersstopsmartech,Time To Refresh Your Work Wardrobe!,"product_category,enjoy,time,you",cat_productcategory,cat_productcategory
shoppersstopsmartech,Breaking News! Unbelievable Deals Inside!,deal,cat_discount,cat_discount
shoppersstopsmartech,Attention! The Watch Fest Is Here!,,cat_productcategory,cat_other
shoppersstopsmartech,You Won’t Believe What’s Inside!,you,cat_other,cat_other
shoppersstopsmartech,This Is A Big Deal!,deal,cat_discount,cat_discount
shoppersstopsmartech,Flash Sale ! Miss Chase @ Flat 50% Off Only from 2-6 p.m.!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Flash Sale ! Sassafras @ Flat 50% Off Only from 2-6 p.m.!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Surprise! We have Got Your Weekend Sorted!,"weekend,get,surprise,we,you",cat_weekend,cat_weekend
shoppersstopsmartech,A Fragrance That Never Fades! Discover Carolina Herrera!,"brand,product_category","cat_brand,cat_productcategory","cat_brand,cat_productcategory"
shoppersstopsmartech,"If you can’t stop thinking about it, buy it!",you,cat_other,cat_other
shoppersstopsmartech,ATTENTION : Unbelievable Deals Inside!,deal,cat_discount,cat_discount
shoppersstopsmartech,Your Favorite Brands Are Here!,"brand,favorite,you",cat_brand,cat_brand
shoppersstopsmartech,Flash Sale! Ethnic Wear @ Flat 50% Off Only for 4 Hours!,"discount,sale,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,OMG! Everything at Flat 50% Off!,discount,cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Tales and Stories @ Flat 60% Off Only from 2-6 p.m.!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Flash Sale! Ashika @ Flat 50% and above only from 2-6 p.m.!,"brand,discount,sale","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Price Drop! Time To Shop!,"budget,discount,price,time",cat_discount,cat_discount
shoppersstopsmartech,Are You Festive Ready?,"season,you",cat_seasonal,cat_seasonal
shoppersstopsmartech,Welcome To The Half Price Store!,"budget,accumulate,discount,price",cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Flat 60% Off Only from 2-6 p.m.!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Deal At A Steal! Upto 75% Off!,"deal,discount",cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Flat 30% Off On Ethnic Wear Only from 2-6 p.m.!,"discount,sale,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,"This Festive Season, Make Your Wallet Happy!","account,discount,get,happy,season,you","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Here Comes The Bride!,,cat_other,cat_other
shoppersstopsmartech,Are You Ethnic Ready?,"product_category,you",cat_productcategory,cat_productcategory
shoppersstopsmartech,Flash Sale! Flat 25% Off On Men’s Wear Only from 2-6 p.m.!,"discount,sale,product_category,men","cat_discount,cat_gents,cat_productcategory","cat_discount,cat_gents,cat_productcategory"
shoppersstopsmartech,Get Festive Ready!,"get,season",cat_seasonal,cat_seasonal
shoppersstopsmartech,We Have Got Your Beard Game Covered! hashtag NoShaveNovember,"#,contest,get,product_category,month,we,you",cat_productcategory,cat_productcategory
shoppersstopsmartech,Flash Sale! Flat 30% Off On Women’s Wear Only from 2-6 p.m.!,"discount,sale,product_category,ladies","cat_discount,cat_ladies,cat_productcategory","cat_discount,cat_ladies,cat_productcategory"
shoppersstopsmartech,Flash Sale! Libas at Flat 50-60% Off from 2-6 p.m. today!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,MAC Anniversary Special!,"brand,special_day","cat_brand,cat_special","cat_brand,cat_special"
shoppersstopsmartech,For an easy breezy 9 to 9 Look!,,cat_other,cat_other
shoppersstopsmartech,Want To Ace Your Style Game?,"contest,style,you",cat_other,cat_other
shoppersstopsmartech,Slay The Ethnic Way!,product_category,cat_productcategory,cat_productcategory
shoppersstopsmartech,Flash Sale! Flat 50% Off* from 2-6 p.m. today!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Flat 30% Off from 2-6 p.m. today!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Here s an early weekend surprise for you!,"weekend,surprise,you",cat_weekend,cat_weekend
shoppersstopsmartech,Flash Sale! Flat 50% Off from 2-6 p.m. today!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Upto 70% Off from 2-6 p.m. today!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Big Brands! Bigger Discounts!,"brand,discount","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Planning A Vacay? Here’s All What You Need!,"want,you",cat_other,cat_other
shoppersstopsmartech,Your Tuesday Treat Is Here!,"weekday,you",cat_other,cat_other
shoppersstopsmartech,SOMETHING SPECIAL JUST FOR YOU!,you,cat_other,cat_other
shoppersstopsmartech,Shopping Reminder Day! Shop Your Favorites Today!,you,cat_other,cat_other
shoppersstopsmartech,ALERT! Something Big Waiting For You!,you,cat_other,cat_other
shoppersstopsmartech,Flash Sale! Ishin @ Flat 60-70% Off from 2-6 P.M. Today!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,ATTENTION! It’s Flat 50% Off!,discount,cat_discount,cat_discount
shoppersstopsmartech,Something Special Just For You!,you,cat_other,cat_other
shoppersstopsmartech,Flash Sale! Flat 50% Off Only For 4 Hours!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,YOUR WALLET WILL THANK YOU THIS MONTH END !,"account,discount,you",cat_discount,cat_discount
shoppersstopsmartech,Treat Yourself To These Fabulous Offers!,"deal,you",cat_discount,cat_discount
shoppersstopsmartech,Meet Your New Beauty Companion!,"beauty,new,you",cat_ladies,cat_ladies
shoppersstopsmartech,Must Have Accessories To Complete Your Look!,"get,product_category,you",cat_productcategory,cat_productcategory
shoppersstopsmartech,Tuesday Treat You Just Cannot Miss!,"weekday,you",cat_other,cat_other
shoppersstopsmartech,Flash Sale! Libas at Flat 60% Off Only For 4 Hours!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Looking For A Glam Makeover?,fashion,cat_other,cat_other
shoppersstopsmartech,Welcome To The Flat 50 Store!,"accumulate,discount",cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Bajaj at Flat 12% Off Only For 4 Hours!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Minimum 30% Off Only For 4 Hours!,"discount,sale,min_max",cat_discount,cat_discount
shoppersstopsmartech,Let’s Shop! Exciting Offers Inside!,"deal,we",cat_discount,cat_discount
shoppersstopsmartech,Our Preview Sale Is Here!,sale,cat_discount,cat_discount
shoppersstopsmartech,You Can’t Miss This! Preview Sale from 15th to 19th December!,"sale,month,you",cat_discount,cat_discount
shoppersstopsmartech,Our First Citizen Preview Sale Is Here!,sale,cat_discount,cat_discount
shoppersstopsmartech,Flash Sale! Min. 30% Off Only For 4 Hours!,"discount,sale,min_max",cat_discount,cat_discount
shoppersstopsmartech,End of Season Sale Is Back!!,"sale,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Flash Sale! Min. 30% Off On Watches Only For 4 Hours!,"discount,sale,product_category,min_max","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,Your Favorite Brands Store!,"brand,accumulate,favorite,you",cat_brand,cat_brand
shoppersstopsmartech,Hey Good Looking! Something Special For You Awaits Inside!,you,cat_other,cat_other
shoppersstopsmartech,Merry Christmas! We Got A Sweet Surprise For You!,"get,special_day,surprise,we,you",cat_special,cat_special
shoppersstopsmartech,Hey! We Miss You!,"we,you",cat_other,cat_other
shoppersstopsmartech,Got A Moment? Your Opinion Matters!,"get,feedback,time,you",cat_feedback,cat_feedback
shoppersstopsmartech,EOSS Deals At A Steal! Upto 70% Off!,"deal,discount,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,"Flat 50% Off On Mothercare, Libas and Celio!","brand,discount","cat_discount,cat_brand","cat_discount,cat_brand"
shoppersstopsmartech,Weekend Special Offers! FLAT 50% Off!,"weekend,deal,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,New Year Special! Up to 70% Off!,"discount,new,special_day","cat_discount,cat_special","cat_discount,cat_special"
shoppersstopsmartech,Three Golden Words - Sale Is Here! Upto 50% Off!!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,The FLAT 50 Ethnic Store!,"accumulate,discount,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
shoppersstopsmartech,For A Fit-A-Bulous Year Ahead!,before,cat_other,cat_other
shoppersstopsmartech,Special Tuesday Treat Just For You!,"weekday,you",cat_other,cat_other
shoppersstopsmartech,Flash Sale! Flat 50-60% Off Only For 4 Hours!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,"End Of Season Sale! Big Brands, Bigger Discounts!","brand,discount,sale,season","cat_discount,cat_brand,cat_seasonal","cat_discount,cat_brand,cat_seasonal"
shoppersstopsmartech,Flash Sale! Upto 40% Off Only For 4 Hours!,"discount,sale",cat_discount,cat_discount
shoppersstopsmartech,Your 3 Steps To Radiant Skin!,"product_category,skin,you",cat_productcategory,cat_productcategory
shoppersstopsmartech,Weekend Special! Flat 50% + Extra 10% Off!,"weekend,extra,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,Sunday Blockbuster Deals! Flat 50% + Extra 10% Off!,"weekend,extra,deal,discount","cat_discount,cat_weekend","cat_discount,cat_weekend"
shoppersstopsmartech,End Of Season Sale! Upto 60% Off!,"discount,sale,season","cat_discount,cat_seasonal","cat_discount,cat_seasonal"
shoppersstopsmartech,Flash Sale! Minimum 55% Off Only For 4 Hours!,"discount,sale,min_max",cat_discount,cat_discount
shoppersstopsmartech,Terrific Thursday! Upto 50% Off On Men’s Wear!,"discount,product_category,men,super,weekday","cat_discount,cat_gents,cat_productcategory","cat_discount,cat_gents,cat_productcategory"
